Date,Open,High,Low,Close,Adj Close,Volume
2023-09-12,8.790000,9.188000,8.790000,9.000000,9.000000,25495600
2023-09-13,9.000000,9.090000,8.770000,8.800000,8.800000,16819200
2023-09-14,8.890000,9.180000,8.860000,9.050000,9.050000,23642000
2023-09-15,9.000000,9.140000,8.880000,9.070000,9.070000,30416800
2023-09-18,9.050000,9.070000,8.630000,8.670000,8.670000,22678700
2023-09-19,8.650000,8.870000,8.540000,8.620000,8.620000,18091600
2023-09-20,8.670000,8.790000,8.310000,8.320000,8.320000,21643900
2023-09-21,8.110000,8.150000,7.910000,7.950000,7.950000,29426500
2023-09-22,8.030000,8.050000,7.440000,7.540000,7.540000,38736100
2023-09-25,7.460000,7.655000,7.400000,7.510000,7.510000,23107800
2023-09-26,7.400000,7.590000,7.370000,7.400000,7.400000,22544900
2023-09-27,7.480000,7.657000,7.390000,7.600000,7.600000,28227000
2023-09-28,7.600000,7.840000,7.530000,7.770000,7.770000,23539600
2023-09-29,7.920000,8.300000,7.910000,7.990000,7.990000,28742000
2023-10-02,8.080000,8.160000,7.800000,7.840000,7.840000,20000300
2023-10-03,7.710000,7.750000,7.180000,7.280000,7.280000,36674900
2023-10-04,7.410000,7.490000,7.140000,7.470000,7.470000,23978900
2023-10-05,7.420000,7.710000,7.300000,7.650000,7.650000,17072900
2023-10-06,7.510000,8.030000,7.500000,7.990000,7.990000,23311700
2023-10-09,7.780000,8.200000,7.770000,8.180000,8.180000,17191900
2023-10-10,8.250000,8.530000,8.210000,8.360000,8.360000,20874200
2023-10-11,8.450000,8.725000,8.450000,8.590000,8.590000,22512700
2023-10-12,8.640000,8.665000,8.280000,8.390000,8.390000,22155400
2023-10-13,8.440000,8.475000,8.065000,8.120000,8.120000,21977600
2023-10-16,8.240000,8.350000,8.080000,8.250000,8.250000,16675200
2023-10-17,8.100000,8.360000,8.080000,8.250000,8.250000,18473600
2023-10-18,8.190000,8.260000,7.690000,7.770000,7.770000,26281300
2023-10-19,7.750000,7.980000,7.590000,7.630000,7.630000,26767700
2023-10-20,7.550000,7.680000,7.320000,7.370000,7.370000,27223700
2023-10-23,7.280000,7.500000,6.970000,7.260000,7.260000,29748000
2023-10-24,7.400000,7.575000,7.260000,7.380000,7.380000,23335900
2023-10-25,7.240000,7.270000,7.020000,7.080000,7.080000,31058500
2023-10-26,7.040000,7.170000,6.795000,6.900000,6.900000,47046900
2023-10-27,7.070000,7.080000,6.850000,6.870000,6.870000,45332100
2023-10-30,7.600000,7.880000,6.680000,6.940000,6.940000,125927200
2023-10-31,7.040000,7.570000,7.030000,7.550000,7.550000,63310400
2023-11-01,7.640000,7.750000,7.350000,7.580000,7.580000,42359700
2023-11-02,7.900000,8.200000,7.880000,8.170000,8.170000,45933900
2023-11-03,8.280000,8.480000,8.000000,8.010000,8.010000,41472500
2023-11-06,8.050000,8.060000,7.370000,7.490000,7.490000,46262100
2023-11-07,7.500000,7.600000,7.330000,7.420000,7.420000,34068100
2023-11-08,7.380000,7.395000,7.120000,7.310000,7.310000,28150800
2023-11-09,7.160000,7.170000,6.570000,6.850000,6.850000,86607400
2023-11-10,6.920000,6.950000,6.740000,6.940000,6.940000,29494800
2023-11-13,6.850000,7.110000,6.720000,7.040000,7.040000,33982500
2023-11-14,7.390000,7.530000,7.220000,7.480000,7.480000,38408700
2023-11-15,7.390000,7.500000,7.220000,7.370000,7.370000,40095900
2023-11-16,7.280000,7.290000,6.631000,6.710000,6.710000,73603100
2023-11-17,6.800000,6.880000,6.650000,6.830000,6.830000,30785400
2023-11-20,6.770000,6.780000,6.560000,6.615000,6.615000,44558700
2023-11-21,6.540000,6.725000,6.410000,6.720000,6.720000,46170200
2023-11-22,6.800000,7.030000,6.710000,6.900000,6.900000,36549600
2023-11-24,6.900000,6.950000,6.790000,6.860000,6.860000,13457600
2023-11-27,6.870000,7.200000,6.860000,7.030000,7.030000,40258600
2023-11-28,7.040000,7.350000,7.000000,7.340000,7.340000,36138300
2023-11-29,7.440000,7.730000,7.310000,7.350000,7.350000,45648300
2023-11-30,7.390000,7.400000,7.100000,7.290000,7.290000,41877900
2023-12-01,7.260000,7.930000,7.170000,7.830000,7.830000,68780300
2023-12-04,7.710000,8.250000,7.650000,7.960000,7.960000,45245600
2023-12-05,7.890000,8.030000,7.750000,7.990000,7.990000,30468400
2023-12-06,8.140000,8.450000,7.860000,7.890000,7.890000,51458700
2023-12-07,7.980000,8.140000,7.880000,7.960000,7.960000,30489200
2023-12-08,7.950000,8.220000,7.880000,8.130000,8.130000,34463500
2023-12-11,8.120000,8.270000,8.000000,8.070000,8.070000,24365600
2023-12-12,8.070000,8.095000,7.825000,7.950000,7.950000,26087100
2023-12-13,7.980000,8.960000,7.840000,8.940000,8.940000,75424700
2023-12-14,9.110000,9.840000,9.090000,9.470000,9.470000,92753900
2023-12-15,9.530000,9.570000,9.140000,9.350000,9.350000,52489000
2023-12-18,9.300000,9.790000,9.210000,9.660000,9.660000,48816300
2023-12-19,9.780000,9.995000,9.660000,9.940000,9.940000,51836700
2023-12-20,9.910000,10.160000,9.230000,9.310000,9.310000,75814700
2023-12-21,9.530000,9.670000,9.390000,9.640000,9.640000,41803000
2023-12-22,9.770000,9.880000,9.585000,9.710000,9.710000,29080400
2023-12-26,9.830000,9.990000,9.745000,9.960000,9.960000,26013700
2023-12-27,10.010000,10.490000,10.000000,10.320000,10.320000,44253700
2023-12-28,10.280000,10.390000,10.185000,10.280000,10.280000,26416400
2023-12-29,10.250000,10.299000,9.810000,9.950000,9.950000,38152600
2024-01-02,9.710000,9.815000,9.520000,9.650000,9.650000,38035000
2024-01-03,8.910000,9.030000,8.280000,8.310000,8.310000,82970700
2024-01-04,8.350000,8.585000,8.170000,8.420000,8.420000,37398900
2024-01-05,8.270000,8.500000,8.160000,8.220000,8.220000,39621600
2024-01-08,8.250000,8.620000,8.230000,8.530000,8.530000,32042200
2024-01-09,8.400000,8.520000,8.280000,8.320000,8.320000,26168200
2024-01-10,8.330000,8.600000,8.140000,8.480000,8.480000,39487200
2024-01-11,8.410000,8.430000,8.060000,8.170000,8.170000,46166600
2024-01-12,8.170000,8.300000,7.810000,7.890000,7.890000,49156500
2024-01-16,7.770000,7.850000,7.610000,7.720000,7.720000,38223300
2024-01-17,7.530000,7.580000,7.370000,7.530000,7.530000,41129900
2024-01-18,7.620000,7.630000,7.230000,7.410000,7.410000,47079900
2024-01-19,7.450000,7.500000,7.210000,7.490000,7.490000,39811300
2024-01-22,7.830000,8.330000,7.720000,7.920000,7.920000,69046700
2024-01-23,8.100000,8.140000,7.730000,7.750000,7.750000,45600700
2024-01-24,7.890000,7.940000,7.530000,7.560000,7.560000,41431000
2024-01-25,7.660000,7.750000,7.550000,7.650000,7.650000,49509400
2024-01-26,7.690000,7.830000,7.520000,7.620000,7.620000,72566000
2024-01-29,8.820000,9.450000,8.620000,9.160000,9.160000,286380900
2024-01-30,9.030000,9.400000,8.380000,8.400000,8.400000,119356000
2024-01-31,8.090000,8.340000,7.810000,7.830000,7.830000,110241400
2024-02-01,7.930000,7.960000,7.570000,7.730000,7.730000,76525400
2024-02-02,7.580000,7.950000,7.470000,7.880000,7.880000,53205100
2024-02-05,7.700000,7.760000,7.450000,7.580000,7.580000,42003000
2024-02-06,7.590000,7.880000,7.530000,7.800000,7.800000,44063700
2024-02-07,7.820000,7.830000,7.570000,7.660000,7.660000,37544900
2024-02-08,7.700000,8.140000,7.660000,8.080000,8.080000,49560500
2024-02-09,8.185000,8.350000,8.080000,8.130000,8.130000,40417500
2024-02-12,8.120000,8.500000,8.105000,8.330000,8.330000,44804100
2024-02-13,7.840000,8.205000,7.780000,8.020000,8.020000,62894400
2024-02-14,8.150000,8.430000,8.100000,8.420000,8.420000,44248000
2024-02-15,8.500000,8.550000,8.340000,8.530000,8.530000,40691500
2024-02-16,8.440000,8.580000,8.270000,8.360000,8.360000,50285500
2024-02-20,8.290000,8.520000,8.210000,8.510000,8.510000,39814900
2024-02-21,8.340000,8.350000,8.100000,8.110000,8.110000,39260200
2024-02-22,8.240000,8.350000,8.140000,8.160000,8.160000,30401200
2024-02-23,8.170000,8.370000,8.110000,8.170000,8.170000,27447600
2024-02-26,8.190000,8.690000,8.165000,8.540000,8.540000,46576100
2024-02-27,8.750000,9.170000,8.700000,9.150000,9.150000,66939300
2024-02-28,9.040000,9.180000,8.830000,8.860000,8.860000,42120700
2024-02-29,9.070000,9.139000,8.820000,8.980000,8.980000,29742200
2024-03-01,8.990000,9.040000,8.770000,8.990000,8.990000,26200600
2024-03-04,9.050000,9.130000,8.570000,8.580000,8.580000,35426400
2024-03-05,8.070000,8.200000,7.260000,7.270000,7.270000,187827900
2024-03-06,7.370000,7.620000,7.050000,7.400000,7.400000,131025300
2024-03-07,7.500000,7.579000,7.180000,7.470000,7.470000,83118900
2024-03-08,7.520000,7.830000,7.470000,7.710000,7.710000,76490500
2024-03-11,7.805000,7.950000,7.610000,7.680000,7.680000,59023000
2024-03-12,7.680000,7.690000,7.380000,7.480000,7.480000,49576500
2024-03-13,7.430000,7.560000,7.360000,7.380000,7.380000,42118300
2024-03-14,7.330000,7.350000,6.990000,7.050000,7.050000,69575100
2024-03-15,7.030000,7.050000,6.910000,7.030000,7.030000,52674400
2024-03-18,7.065000,7.110000,6.860000,7.080000,7.080000,47168400
2024-03-19,6.920000,7.030000,6.815000,6.920000,6.920000,50479000
2024-03-20,6.925000,7.370000,6.870000,7.360000,7.360000,61455100
2024-03-21,7.550000,7.570000,7.360000,7.440000,7.440000,56091900
2024-03-22,7.320000,7.409000,7.240000,7.300000,7.300000,23188400
2024-03-25,7.280000,7.597000,7.250000,7.450000,7.450000,27430900
2024-03-26,7.350000,7.460000,7.165000,7.200000,7.200000,39576600
2024-03-27,7.280000,7.370000,7.170000,7.360000,7.360000,34738800
2024-03-28,7.330000,7.470000,7.290000,7.300000,7.300000,30108100
2024-04-01,7.310000,7.340000,7.120000,7.220000,7.220000,31681900
2024-04-02,7.050000,7.220000,6.970000,7.200000,7.200000,29678800
2024-04-03,7.310000,7.580000,7.230000,7.540000,7.540000,50638600
2024-04-04,7.650000,7.710000,7.270000,7.310000,7.310000,49594100
2024-04-05,7.300000,7.460000,7.250000,7.400000,7.400000,29121300
2024-04-08,7.510000,7.770000,7.500000,7.760000,7.760000,56858200
2024-04-09,7.820000,7.940000,7.730000,7.890000,7.890000,46554000
2024-04-10,7.650000,7.800000,7.480000,7.560000,7.560000,53826100
2024-04-11,7.570000,7.640000,7.430000,7.640000,7.640000,28651700
2024-04-12,7.560000,7.600000,7.300000,7.330000,7.330000,36044300
2024-04-15,7.330000,7.420000,7.110000,7.125000,7.125000,20804762
